Date,Total_Consumption,Predicted_Consumption,MAE
2021-05-09,44.1,28.343570674101084,15.756429325898917
2021-05-22,56.7,34.38655058739075,22.313449412609252
2021-05-29,54.900000000000006,37.81843431735637,17.081565682643635
2021-06-02,76.19999999999999,43.0651502301147,33.134849769885285
2021-06-06,69.30000000000001,39.652582919594906,29.647417080405106
2021-06-13,63.3,43.19506282103465,20.10493717896535
2021-06-22,57.0,38.677429416833526,18.322570583166474
2021-06-29,53.400000000000006,35.955111623898354,17.44488837610165
